facility_group,risk_clean,code_era,violation_number,violation_title,n_failed_inspections
School,Risk 3 (Low),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",5
Bar / Tavern / Liquor,Risk 1 (High),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",5
Grocery Store,Risk 3 (Low),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",5
Convenience / Gas Station,Risk 3 (Low),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",5
Mobile Food,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,5
Restaurant,Risk 3 (Low),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,5
Mobile Food,Risk 3 (Low),pre_2018_code,20,"INSIDE CONTAINERS OR RECEPTACLES: ADEQUATE NUMBER, PROPERLY COVERED AND INSECT/RODENT PROOF",5
Childcare / Daycare,Risk 1 (High),pre_2018_code,39,LINEN: CLEAN AND SOILED PROPERLY STORED,5
Grocery Store,Risk 3 (Low),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,5
Bakery,Risk 1 (High),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",5
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,5
Bakery,Risk 1 (High),2018_code,29,COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP,5
Special Event / Venue,Risk 3 (Low),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,5
Convenience / Gas Station,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",5
School,Risk 2 (Medium),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,5
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",5
Mobile Food,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",5
Special Event / Venue,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,4
Special Event / Venue,Risk 1 (High),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,4
Catering / Banquet,Risk 3 (Low),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,4
School,Risk 1 (High),2018_code,15,FOOD SEPARATED AND PROTECTED,4
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",4
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",4
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",4
Grocery Store,Risk 3 (Low),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,4
Other,Risk 2 (Medium),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",4
Unknown,Risk 1 (High),2018_code,40,PERSONAL CLEANLINESS,4
Unknown,Risk 2 (Medium),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,4
Long Term Care / Health,Risk 1 (High),2018_code,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,4
Catering / Banquet,Risk 1 (High),pre_2018_code,70,NO SMOKING REGULATIONS,4
Special Event / Venue,Risk 1 (High),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,4
Special Event / Venue,Risk 1 (High),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,4
Other,Risk 3 (Low),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,4
Mobile Food,Risk 3 (Low),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",4
Unknown,Risk 1 (High),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,4
Bar / Tavern / Liquor,Risk 1 (High),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,4
Unknown,Risk 2 (Medium),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,4
Restaurant,Risk 3 (Low),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",4
School,Risk 2 (Medium),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",4
Special Event / Venue,Risk 3 (Low),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,4
Other,Risk 2 (Medium),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,4
Catering / Banquet,Risk 1 (High),2018_code,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,4
Grocery Store,Risk 3 (Low),2018_code,40,PERSONAL CLEANLINESS,4
Other,Risk 2 (Medium),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",4
Mobile Food,Risk 3 (Low),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,4
Convenience / Gas Station,Risk 2 (Medium),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",4
Special Event / Venue,Risk 3 (Low),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",4
Special Event / Venue,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",4
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",4
Unknown,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",4
Childcare / Daycare,Risk 1 (High),2018_code,8,HANDS CLEAN & PROPERLY WASHED,4
Unknown,Risk 1 (High),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,4
School,Risk 2 (Medium),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,4
Restaurant,Risk 3 (Low),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",4
Catering / Banquet,Risk 1 (High),pre_2018_code,39,LINEN: CLEAN AND SOILED PROPERLY STORED,4
Catering / Banquet,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",4
Mobile Food,Risk 3 (Low),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",4
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,4
Bakery,Risk 1 (High),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",4
Mobile Food,Risk 3 (Low),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,4
Other,Risk 2 (Medium),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,4
Bakery,Risk 2 (Medium),2018_code,8,HANDS CLEAN & PROPERLY WASHED,4
School,Risk 1 (High),2018_code,35,APPROVED THAWING METHODS USED,4
Special Event / Venue,Risk 3 (Low),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",4
Special Event / Venue,Risk 3 (Low),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",4
Bakery,Risk 1 (High),pre_2018_code,39,LINEN: CLEAN AND SOILED PROPERLY STORED,4
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",4
Special Event / Venue,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",4
Other,Risk 2 (Medium),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,4
Catering / Banquet,Risk 3 (Low),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,4
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",4
Grocery Store,Risk 1 (High),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",4
Special Event / Venue,Risk 2 (Medium),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,4
Restaurant,Risk 2 (Medium),2018_code,24,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,4
Restaurant,Risk 3 (Low),pre_2018_code,70,NO SMOKING REGULATIONS,4
Catering / Banquet,Risk 1 (High),2018_code,40,PERSONAL CLEANLINESS,4
Bakery,Risk 1 (High),2018_code,32,VARIANCE OBTAINED FOR SPECIALIZED PROCESSING METHODS,4
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",4
Institutional Dining,Risk 1 (High),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",4
Bar / Tavern / Liquor,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",4
Restaurant,Risk 3 (Low),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",4
Other,Risk 2 (Medium),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",4
Special Event / Venue,Risk 1 (High),2018_code,58,ALLERGEN TRAINING AS REQUIRED,4
School,Risk 2 (Medium),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,4
Convenience / Gas Station,Risk 3 (Low),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,4
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",4
Mobile Food,Risk 2 (Medium),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",4
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",4
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",4
Other,Risk 2 (Medium),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,4
Catering / Banquet,Risk 1 (High),2018_code,43,IN-USE UTENSILS: PROPERLY STORED,4
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",4
Grocery Store,Risk 1 (High),pre_2018_code,25,"TOXIC ITEMS PROPERLY STORED, LABELED AND USED",4
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,4
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",4
Special Event / Venue,Risk 1 (High),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",4
Social Service / Shelter,Risk 1 (High),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",4
Restaurant,Risk 1 (High),2018_code,17,"PROPER DISPOSITION OF RETURNED, PREVIOUSLY SERVED, RECONDITIONED & UNSAFE FOOD",4
Convenience / Gas Station,Risk 3 (Low),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,4
School,Risk 3 (Low),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,4
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",4
Restaurant,Risk 3 (Low),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",4
Special Event / Venue,Risk 3 (Low),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,4
Catering / Banquet,Risk 1 (High),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",4
Unknown,Risk 1 (High),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,4
Mobile Food,Risk 2 (Medium),pre_2018_code,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",4
Special Event / Venue,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",4
Long Term Care / Health,Risk 1 (High),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",4
Restaurant,Risk 3 (Low),pre_2018_code,22,"DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK",4
Special Event / Venue,Risk 3 (Low),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,4
Social Service / Shelter,Risk 1 (High),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",4
Mobile Food,Risk 2 (Medium),2018_code,28,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED",4
Social Service / Shelter,Risk 3 (Low),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",4
Special Event / Venue,Risk 2 (Medium),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,4
Social Service / Shelter,Risk 1 (High),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",4
Catering / Banquet,Risk 2 (Medium),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,4
Bakery,Risk 2 (Medium),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,4
Childcare / Daycare,Risk 1 (High),2018_code,43,IN-USE UTENSILS: PROPERLY STORED,4
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",4
Unknown,Risk 3 (Low),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",4
School,Risk 3 (Low),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,4
School,Risk 1 (High),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",4
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,4
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",4
Restaurant,Risk 1 (High),2018_code,31,WATER & ICE FROM APPROVED SOURCE,3
School,Risk 1 (High),pre_2018_code,70,NO SMOKING REGULATIONS,3
Long Term Care / Health,Risk 1 (High),2018_code,15,FOOD SEPARATED AND PROTECTED,3
Long Term Care / Health,Risk 1 (High),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",3
Long Term Care / Health,Risk 1 (High),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",3
Mobile Food,Risk 2 (Medium),2018_code,31,WATER & ICE FROM APPROVED SOURCE,3
Restaurant,Risk 3 (Low),2018_code,58,ALLERGEN TRAINING AS REQUIRED,3
Social Service / Shelter,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,3
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",3
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,3
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",3
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,62,COMPLIANCE WITH CLEAN INDOOR AIR ORDINANCE,3
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",3
Other,Risk 3 (Low),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",3
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,3
School,Risk 1 (High),2018_code,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,3
Other,Risk 1 (High),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",3
Special Event / Venue,Risk 1 (High),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,3
Catering / Banquet,Risk 3 (Low),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",3
Convenience / Gas Station,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",3
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,3
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,3
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,3
Catering / Banquet,Risk 3 (Low),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,3
Convenience / Gas Station,Risk 2 (Medium),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,3
Childcare / Daycare,Risk 1 (High),2018_code,12,FOOD RECEIVED AT PROPER TEMPERATURE,3
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,3
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,3
Institutional Dining,Risk 1 (High),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,3
Bar / Tavern / Liquor,Risk 1 (High),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",3
Bakery,Risk 1 (High),2018_code,24,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,3
Restaurant,Risk 1 (High),2018_code,4,PROPER USE OF RESTRICTION AND EXCLUSION,3
Grocery Store,Risk 3 (Low),pre_2018_code,39,LINEN: CLEAN AND SOILED PROPERLY STORED,3
Social Service / Shelter,Risk 1 (High),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,3
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",3
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,3
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",3
Unknown,Risk 1 (High),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,3
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,3
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",3
Special Event / Venue,Risk 3 (Low),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",3
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,3
Bakery,Risk 2 (Medium),2018_code,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",3
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",3
School,Risk 1 (High),pre_2018_code,17,POTENTIALLY HAZARDOUS FOOD PROPERLY THAWED,3
Restaurant,Risk 1 (High),2018_code,42,WASHING FRUITS & VEGETABLES,3
Special Event / Venue,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,3
Mobile Food,Risk 3 (Low),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",3
Unknown,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,3
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,3
Catering / Banquet,Risk 3 (Low),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,3
Unknown,Risk 1 (High),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,3
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,3
Restaurant,Risk 3 (Low),2018_code,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,3
Social Service / Shelter,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",3
Social Service / Shelter,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,3
Grocery Store,Risk 2 (Medium),pre_2018_code,17,POTENTIALLY HAZARDOUS FOOD PROPERLY THAWED,3
Other,Risk 2 (Medium),2018_code,41,WIPING CLOTHS: PROPERLY USED & STORED,3
Mobile Food,Risk 3 (Low),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,3
Mobile Food,Risk 1 (High),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",3
School,Risk 2 (Medium),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,3
Restaurant,Risk 1 (High),2018_code,12,FOOD RECEIVED AT PROPER TEMPERATURE,3
Convenience / Gas Station,Risk 2 (Medium),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,3
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",3
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",3
Special Event / Venue,Risk 1 (High),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",3
Unknown,Risk 3 (Low),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",3
